scenario,modelID,RMSE,pearsons_r,p_pearsons_r,num_datapoints,Model,Readout Train Data,Readout Type,Encoder Type,Dynamics Type,Encoder Pre-training Task,Encoder Pre-training Dataset,Encoder Pre-training Seed,Encoder Training Task,Encoder Training Dataset,Encoder Training Seed,Dynamics Training Task,Dynamics Training Dataset,Dynamics Training Seed,ModelID,Model Kind,Visual encoder architecture,Dynamics model architecture,ObjectCentric,Supervised,SelfSupervisedLossSelfSupervisedLoss,Encoder Training Dataset Type,Dynamics Training Dataset Type,Readout Train Data Type
drop,CSWM_CSWM encoder_0.0_Contrastive_no_drop_Contrastive_0_no_drop_readout_C_drop_CSWM_results.csv,0.03558464934828322,-0.028956618128098466,0.7250244767808446,150,CSWM,drop,C,CSWM encoder,CSWM dynamics,,,,Contrastive,no_drop,0.0,Contrastive,no_drop,0,CSWM_CSWM encoder_0.0_Contrastive_no_drop_Contrastive_0_no_drop_readout_C_drop_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_but_this_Contrastive_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
drop,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_A_drop_CSWM_results.csv,0.031231053699319743,0.379974077860288,1.6194130129833687e-06,150,CSWM,drop,A,CSWM encoder,CSWM dynamics,,,,Contrastive,all,0.0,Contrastive,all,0,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_A_drop_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_same,Neither,Neither,True,False,NA,all,all,same
drop,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_B_drop_CSWM_results.csv,0.031171634216019165,0.26674069049113486,0.0009683806758353909,150,CSWM,drop,B,CSWM encoder,CSWM dynamics,,,,Contrastive,all,0.0,Contrastive,all,0,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_B_drop_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_same,Neither,Neither,True,False,NA,all,all,same
drop,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_C_drop_CSWM_results.csv,0.03220980331219894,0.26689170934524103,0.0009617125870110073,150,CSWM,drop,C,CSWM encoder,CSWM dynamics,,,,Contrastive,all,0.0,Contrastive,all,0,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_C_drop_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_same,Neither,Neither,True,False,NA,all,all,same
drop,CSWM_CSWM encoder_0.0_Contrastive_drop_Contrastive_0_drop_readout_A_drop_CSWM_results.csv,0.03358471973606716,0.37732401437428265,1.938430490864193e-06,150,CSWM,drop,A,CSWM encoder,CSWM dynamics,,,,Contrastive,drop,0.0,Contrastive,drop,0,CSWM_CSWM encoder_0.0_Contrastive_drop_Contrastive_0_drop_readout_A_drop_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_same_Contrastive_0_same,Neither,Neither,True,False,NA,same,same,same
drop,CSWM_CSWM encoder_0.0_Contrastive_drop_Contrastive_0_drop_readout_B_drop_CSWM_results.csv,0.033875939702907046,0.1876101251752435,0.021506279236830145,150,CSWM,drop,B,CSWM encoder,CSWM dynamics,,,,Contrastive,drop,0.0,Contrastive,drop,0,CSWM_CSWM encoder_0.0_Contrastive_drop_Contrastive_0_drop_readout_B_drop_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_same_Contrastive_0_same,Neither,Neither,True,False,NA,same,same,same
drop,CSWM_CSWM encoder_0.0_Contrastive_drop_Contrastive_0_drop_readout_C_drop_CSWM_results.csv,0.03512769339872953,0.22265515137076655,0.006169937863757566,150,CSWM,drop,C,CSWM encoder,CSWM dynamics,,,,Contrastive,drop,0.0,Contrastive,drop,0,CSWM_CSWM encoder_0.0_Contrastive_drop_Contrastive_0_drop_readout_C_drop_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_same_Contrastive_0_same,Neither,Neither,True,False,NA,same,same,same
drop,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_drop_readout_A_drop_DEITFrozenLSTM_results.csv,0.03957231553428486,0.3560994978402417,7.737496965321114e-06,150,DEITFrozenLSTM,drop,A,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_drop,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_drop_readout_A_drop_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all_but_this,same
drop,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_drop_readout_B_drop_DEITFrozenLSTM_results.csv,0.04392048903933603,0.19778399363281213,0.015261997221283357,150,DEITFrozenLSTM,drop,B,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_drop,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_drop_readout_B_drop_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all_but_this,same
drop,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_drop_readout_C_drop_DEITFrozenLSTM_results.csv,0.039549537494904294,0.1752960744947051,0.031903938111290484,150,DEITFrozenLSTM,drop,C,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_drop,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_drop_readout_C_drop_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all_but_this,same
drop,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_A_drop_DEITFrozenLSTM_results.csv,0.03957231553428486,0.3560994978402417,7.737496965321114e-06,150,DEITFrozenLSTM,drop,A,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_A_drop_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all,same
drop,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_B_drop_DEITFrozenLSTM_results.csv,0.03955609267260627,0.17543550768694163,0.031765767906484006,150,DEITFrozenLSTM,drop,B,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_B_drop_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all,same
drop,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_C_drop_DEITFrozenLSTM_results.csv,0.039549537494904294,0.1752960744947051,0.031903938111290484,150,DEITFrozenLSTM,drop,C,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_C_drop_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all,same
drop,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_drop_readout_A_drop_DEITFrozenLSTM_results.csv,0.03957041778875521,0.35615633422385595,7.709873233316728e-06,150,DEITFrozenLSTM,drop,A,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,drop,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_drop_readout_A_drop_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,same,same
drop,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_drop_readout_B_drop_DEITFrozenLSTM_results.csv,0.04440628631398287,0.19634852583240014,0.01603397466694824,150,DEITFrozenLSTM,drop,B,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,drop,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_drop_readout_B_drop_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,same,same
drop,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_drop_readout_C_drop_DEITFrozenLSTM_results.csv,0.041929894874396044,0.15248111213689455,0.06249178979654507,150,DEITFrozenLSTM,drop,C,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,drop,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_drop_readout_C_drop_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,same,same
drop,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_no_drop_readout_A_drop_DEITFrozenMLP_results.csv,0.03957231553428486,0.3560994978402417,7.737496965321114e-06,150,DEITFrozenMLP,drop,A,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_drop,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_no_drop_readout_A_drop_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all_but_this,same
drop,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_no_drop_readout_B_drop_DEITFrozenMLP_results.csv,0.04442036047352576,0.19794874898805254,0.015175500569842789,150,DEITFrozenMLP,drop,B,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_drop,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_no_drop_readout_B_drop_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all_but_this,same
drop,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_no_drop_readout_C_drop_DEITFrozenMLP_results.csv,0.039549537494904294,0.1752960744947051,0.031903938111290484,150,DEITFrozenMLP,drop,C,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_drop,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_no_drop_readout_C_drop_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all_but_this,same
drop,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_all_readout_A_drop_DEITFrozenMLP_results.csv,0.03957041778875521,0.35615633422385595,7.709873233316728e-06,150,DEITFrozenMLP,drop,A,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_all_readout_A_drop_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all,same
drop,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_all_readout_B_drop_DEITFrozenMLP_results.csv,0.03910202139946027,0.1948760744954118,0.01686092513230366,150,DEITFrozenMLP,drop,B,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_all_readout_B_drop_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all,same
drop,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_all_readout_C_drop_DEITFrozenMLP_results.csv,0.041929894874396044,0.15248111213689455,0.06249178979654507,150,DEITFrozenMLP,drop,C,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_all_readout_C_drop_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all,same
drop,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_drop_readout_A_drop_DEITFrozenMLP_results.csv,0.03957231553428486,0.3560994978402417,7.737496965321114e-06,150,DEITFrozenMLP,drop,A,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,drop,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_drop_readout_A_drop_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,same,same
drop,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_drop_readout_B_drop_DEITFrozenMLP_results.csv,0.03951445770956349,0.17661202255891786,0.030620002840821302,150,DEITFrozenMLP,drop,B,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,drop,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_drop_readout_B_drop_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,same,same
drop,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_drop_readout_C_drop_DEITFrozenMLP_results.csv,0.039549537494904294,0.1752960744947051,0.031903938111290484,150,DEITFrozenMLP,drop,C,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,drop,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_drop_readout_C_drop_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,same,same
drop,OP3_OP3 encoder_0.0_Image Reconstruction_no_drop_Image Reconstruction_0_no_drop_readout_A_drop_OP3_results.csv,0.05000521356975369,-0.1132333163147503,0.1676915445727962,150,OP3,drop,A,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,no_drop,0.0,Image Reconstruction,no_drop,0,OP3_OP3 encoder_0.0_Image Reconstruction_no_drop_Image Reconstruction_0_no_drop_readout_A_drop_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_but_this_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
drop,OP3_OP3 encoder_0.0_Image Reconstruction_no_drop_Image Reconstruction_0_no_drop_readout_B_drop_OP3_results.csv,0.05070868151255352,-0.11348242766110002,0.16675246869803345,150,OP3,drop,B,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,no_drop,0.0,Image Reconstruction,no_drop,0,OP3_OP3 encoder_0.0_Image Reconstruction_no_drop_Image Reconstruction_0_no_drop_readout_B_drop_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_but_this_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
drop,OP3_OP3 encoder_0.0_Image Reconstruction_no_drop_Image Reconstruction_0_no_drop_readout_C_drop_OP3_results.csv,0.045535193073345845,0.05868920249213853,0.4756012366084559,150,OP3,drop,C,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,no_drop,0.0,Image Reconstruction,no_drop,0,OP3_OP3 encoder_0.0_Image Reconstruction_no_drop_Image Reconstruction_0_no_drop_readout_C_drop_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_but_this_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
drop,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_A_drop_OP3_results.csv,0.04909073836840857,-0.0727760404006782,0.3761356910253008,150,OP3,drop,A,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_A_drop_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all,all,same
drop,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_B_drop_OP3_results.csv,0.05017208413416668,-0.07117243468292711,0.3867715606939554,150,OP3,drop,B,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_B_drop_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all,all,same
drop,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_C_drop_OP3_results.csv,0.047255450483324364,0.05432505041168906,0.5090836702601336,150,OP3,drop,C,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_C_drop_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all,all,same
drop,OP3_OP3 encoder_0.0_Image Reconstruction_drop_Image Reconstruction_0_drop_readout_A_drop_OP3_results.csv,0.04868122415998788,-0.024796360629964778,0.7632635516875498,150,OP3,drop,A,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,drop,0.0,Image Reconstruction,drop,0,OP3_OP3 encoder_0.0_Image Reconstruction_drop_Image Reconstruction_0_drop_readout_A_drop_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_same_Image Reconstruction_0_same,Neither,Neither,True,False,NA,same,same,same
drop,OP3_OP3 encoder_0.0_Image Reconstruction_drop_Image Reconstruction_0_drop_readout_B_drop_OP3_results.csv,0.048476473968405154,-0.0056436488158299325,0.9453536942068591,150,OP3,drop,B,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,drop,0.0,Image Reconstruction,drop,0,OP3_OP3 encoder_0.0_Image Reconstruction_drop_Image Reconstruction_0_drop_readout_B_drop_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_same_Image Reconstruction_0_same,Neither,Neither,True,False,NA,same,same,same
drop,OP3_OP3 encoder_0.0_Image Reconstruction_drop_Image Reconstruction_0_drop_readout_C_drop_OP3_results.csv,0.046542916638925964,0.022390996459242484,0.7856430864500018,150,OP3,drop,C,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,drop,0.0,Image Reconstruction,drop,0,OP3_OP3 encoder_0.0_Image Reconstruction_drop_Image Reconstruction_0_drop_readout_C_drop_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_same_Image Reconstruction_0_same,Neither,Neither,True,False,NA,same,same,same
drop,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_drop_readout_B_drop_GNS-ransac_results.csv,0.04392575116279324,0.23532783032698973,0.0037449770770530224,150,GNS-ransac,drop,B,,graph-networks,,,,,,,L2 on particle 3D positions,drop,1,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_drop_readout_B_drop_GNS-ransac_results.csv,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,same,same
drop,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_all_readout_B_drop_GNS-ransac_results.csv,0.04235267164680222,0.2916213895380221,0.0002937321679588199,150,GNS-ransac,drop,B,,graph-networks,,,,,,,L2 on particle 3D positions,all,1,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_all_readout_B_drop_GNS-ransac_results.csv,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,all,same
drop,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_no_drop_readout_B_drop_GNS-ransac_results.csv,0.04157254950186968,0.3198695207499837,6.602818720370645e-05,150,GNS-ransac,drop,B,,graph-networks,,,,,,,L2 on particle 3D positions,no_drop,1,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_no_drop_readout_B_drop_GNS-ransac_results.csv,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,all_but_this,same
drop,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_drop_readout_B_drop_GNS_results.csv,0.04159553414843675,0.3465171504334244,1.4003603916450657e-05,150,GNS,drop,B,,graph-networks,,,,,,,L2 on particle 3D positions,drop,1,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_drop_readout_B_drop_GNS_results.csv,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,same,same
drop,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_all_readout_B_drop_GNS_results.csv,0.042751368405236946,0.28306139911222294,0.0004483729376496313,150,GNS,drop,B,,graph-networks,,,,,,,L2 on particle 3D positions,all,1,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_all_readout_B_drop_GNS_results.csv,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,all,same
drop,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_no_drop_readout_B_drop_GNS_results.csv,0.04126100362900183,0.3458978447227789,1.4541323076347517e-05,150,GNS,drop,B,,graph-networks,,,,,,,L2 on particle 3D positions,no_drop,1,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_no_drop_readout_B_drop_GNS_results.csv,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,all_but_this,same
drop,DPI_nan_nan_nan_nan_L2 on particle 3D positions_1_drop_readout_B_drop_DPI_results.csv,0.03694692085270972,0.48039898827132443,4.930724559204283e-10,150,DPI,drop,B,,graph-networks,,,,,,,L2 on particle 3D positions,drop,1,DPI_nan_nan_nan_nan_L2 on particle 3D positions_1_drop_readout_B_drop_DPI_results.csv,DPI_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,True,True,NA,,same,same
drop,DPI_nan_nan_nan_nan_L2 on particle 3D positions_1_all_readout_B_drop_DPI_results.csv,0.04192739559899988,0.3028824161488726,0.00016496284397043715,150,DPI,drop,B,,graph-networks,,,,,,,L2 on particle 3D positions,all,1,DPI_nan_nan_nan_nan_L2 on particle 3D positions_1_all_readout_B_drop_DPI_results.csv,DPI_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,True,True,NA,,all,same
drop,DPI_nan_nan_nan_nan_L2 on particle 3D positions_1_no_drop_readout_B_drop_DPI_results.csv,0.03558300478196861,0.5178474171288017,1.1503553983983184e-11,150,DPI,drop,B,,graph-networks,,,,,,,L2 on particle 3D positions,no_drop,1,DPI_nan_nan_nan_nan_L2 on particle 3D positions_1_no_drop_readout_B_drop_DPI_results.csv,DPI_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,True,True,NA,,all_but_this,same
linking,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_no_linking_readout_A_linking_VGGFrozenMLP_results.csv,0.044855922520023496,0.12580245019998987,0.125036838997844,150,VGGFrozenMLP,linking,A,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_linking,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_no_linking_readout_A_linking_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all_but_this,same
linking,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_no_linking_readout_B_linking_VGGFrozenMLP_results.csv,0.04501699699065864,0.10049500476253426,0.221098862391941,150,VGGFrozenMLP,linking,B,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_linking,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_no_linking_readout_B_linking_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all_but_this,same
linking,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_no_linking_readout_C_linking_VGGFrozenMLP_results.csv,0.04436347698984108,0.1442493690942925,0.07821634970733646,150,VGGFrozenMLP,linking,C,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_linking,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_no_linking_readout_C_linking_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all_but_this,same
linking,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_all_readout_A_linking_VGGFrozenMLP_results.csv,0.04208901893523609,0.24512180353342772,0.0025006393516579435,150,VGGFrozenMLP,linking,A,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_all_readout_A_linking_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all,same
linking,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_all_readout_B_linking_VGGFrozenMLP_results.csv,0.04447850246855233,0.08321574555978202,0.31134116555969865,150,VGGFrozenMLP,linking,B,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_all_readout_B_linking_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all,same
linking,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_all_readout_C_linking_VGGFrozenMLP_results.csv,0.045791283314221866,0.045332441104576224,0.5817395927074334,150,VGGFrozenMLP,linking,C,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_all_readout_C_linking_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all,same
linking,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_linking_readout_A_linking_VGGFrozenMLP_results.csv,0.03512919092465478,0.4410135852335112,1.6198927811432882e-08,150,VGGFrozenMLP,linking,A,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,linking,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_linking_readout_A_linking_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,same,same
linking,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_linking_readout_B_linking_VGGFrozenMLP_results.csv,0.0405651652440778,0.31125298242433663,0.00010578829766273587,150,VGGFrozenMLP,linking,B,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,linking,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_linking_readout_B_linking_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,same,same
linking,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_linking_readout_C_linking_VGGFrozenMLP_results.csv,0.04061976869261083,0.3038275689028727,0.00015699584372465267,150,VGGFrozenMLP,linking,C,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,linking,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_linking_readout_C_linking_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,same,same
