scenario,Cohens_k_lb,Cohens_k_med,Cohens_k_ub,num_datapoints,Model,Readout Train Data,Readout Type,Encoder Type,Dynamics Type,Encoder Pre-training Task,Encoder Pre-training Dataset,Encoder Pre-training Seed,Encoder Training Task,Encoder Training Dataset,Encoder Training Seed,Dynamics Training Task,Dynamics Training Dataset,Dynamics Training Seed,ModelID,Model Kind,Visual encoder architecture,Dynamics model architecture,ObjectCentric,Supervised,SelfSupervisedLossSelfSupervisedLoss,Encoder Training Dataset Type,Dynamics Training Dataset Type,Readout Train Data Type
clothiness,-0.056090277286622,0.05953401387049029,0.17011265964541705,75,VGGFrozenMLP,clothiness,A,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_all_readout_A_clothiness_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all,same
clothiness,-0.08997407384598484,0.05610859728506801,0.1503147283792085,75,VGGFrozenMLP,clothiness,B,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_all_readout_B_clothiness_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all,same
clothiness,-0.08997407384598484,0.03672819263562266,0.14616726185532758,75,VGGFrozenMLP,clothiness,C,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_all_readout_C_clothiness_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all,same
clothiness,-0.06050394984583709,0.060924369747899165,0.16109916861840826,75,VGGFrozenMLP,clothiness,A,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_clothiness,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_no_clothiness_readout_A_clothiness_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all_but_this,same
clothiness,-0.12667682374387257,0.00484221071965274,0.10961612578745798,75,VGGFrozenMLP,clothiness,B,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_clothiness,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_no_clothiness_readout_B_clothiness_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all_but_this,same
clothiness,-0.11371317001459286,0.005597416576964553,0.1054011053424885,75,VGGFrozenMLP,clothiness,C,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_clothiness,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_no_clothiness_readout_C_clothiness_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all_but_this,same
clothiness,0.04636942190923816,0.1764266507319988,0.28848573192260696,75,VGGFrozenMLP,clothiness,A,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,clothiness,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_clothiness_readout_A_clothiness_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,same,same
clothiness,-0.052583637783871984,0.02840553818669045,0.15693430107444303,75,VGGFrozenMLP,clothiness,B,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,clothiness,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_clothiness_readout_B_clothiness_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,same,same
clothiness,-0.040844998227346836,0.04168362777822998,0.15633478257163014,75,VGGFrozenMLP,clothiness,C,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,clothiness,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_clothiness_readout_C_clothiness_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,same,same
clothiness,0.018801741590580637,0.09038293823832555,0.17681171465657647,75,RPIN,clothiness,A,R-CNN,Interaction Network,,,,L2 on 2D position,all,0.0,L2 on 2D position,all,0,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_all_readout_A_clothiness_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_same,Neither,Neither,,True,NA,all,all,same
clothiness,-0.0522335682311663,-0.008692018386962097,0.04357034628281103,75,RPIN,clothiness,B,R-CNN,Interaction Network,,,,L2 on 2D position,all,0.0,L2 on 2D position,all,0,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_all_readout_B_clothiness_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_same,Neither,Neither,,True,NA,all,all,same
clothiness,-0.05003991385960892,0.03856542617046821,0.10889866240334894,75,RPIN,clothiness,C,R-CNN,Interaction Network,,,,L2 on 2D position,all,0.0,L2 on 2D position,all,0,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_all_readout_C_clothiness_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_same,Neither,Neither,,True,NA,all,all,same
clothiness,-0.05003991385960892,0.03856542617046821,0.10889866240334894,75,RPIN,clothiness,D,R-CNN,Interaction Network,,,,L2 on 2D position,all,0.0,L2 on 2D position,all,0,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_all_readout_D_clothiness_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_same,Neither,Neither,,True,NA,all,all,same
clothiness,-0.038303264543699415,0.13284064665127016,0.22246540523224487,75,RPIN,clothiness,A,R-CNN,Interaction Network,,,,L2 on 2D position,no_clothiness,0.0,L2 on 2D position,no_clothiness,0,RPIN_R-CNN_0.0_L2 on 2D position_no_clothiness_L2 on 2D position_0_no_clothiness_readout_A_clothiness_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_but_this_L2 on 2D position_0_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
clothiness,-0.004846426149548521,0.13902544200086242,0.2731707317073171,75,RPIN,clothiness,B,R-CNN,Interaction Network,,,,L2 on 2D position,no_clothiness,0.0,L2 on 2D position,no_clothiness,0,RPIN_R-CNN_0.0_L2 on 2D position_no_clothiness_L2 on 2D position_0_no_clothiness_readout_B_clothiness_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_but_this_L2 on 2D position_0_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
clothiness,0.023696257068485882,0.1793227990970654,0.29069320750014094,75,RPIN,clothiness,C,R-CNN,Interaction Network,,,,L2 on 2D position,no_clothiness,0.0,L2 on 2D position,no_clothiness,0,RPIN_R-CNN_0.0_L2 on 2D position_no_clothiness_L2 on 2D position_0_no_clothiness_readout_C_clothiness_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_but_this_L2 on 2D position_0_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
clothiness,0.023696257068485882,0.1793227990970654,0.29069320750014094,75,RPIN,clothiness,D,R-CNN,Interaction Network,,,,L2 on 2D position,no_clothiness,0.0,L2 on 2D position,no_clothiness,0,RPIN_R-CNN_0.0_L2 on 2D position_no_clothiness_L2 on 2D position_0_no_clothiness_readout_D_clothiness_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_but_this_L2 on 2D position_0_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
clothiness,-0.016474365515059007,0.05111658317058665,0.10186401356232686,75,RPIN,clothiness,A,R-CNN,Interaction Network,,,,L2 on 2D position,clothiness,0.0,L2 on 2D position,clothiness,0,RPIN_R-CNN_0.0_L2 on 2D position_clothiness_L2 on 2D position_0_clothiness_readout_A_clothiness_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_same_L2 on 2D position_0_same,Neither,Neither,,True,NA,same,same,same
clothiness,-0.005638281137004962,0.06480805721792449,0.13155099251621316,75,RPIN,clothiness,B,R-CNN,Interaction Network,,,,L2 on 2D position,clothiness,0.0,L2 on 2D position,clothiness,0,RPIN_R-CNN_0.0_L2 on 2D position_clothiness_L2 on 2D position_0_clothiness_readout_B_clothiness_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_same_L2 on 2D position_0_same,Neither,Neither,,True,NA,same,same,same
clothiness,0.0,0.0,0.0,75,RPIN,clothiness,C,R-CNN,Interaction Network,,,,L2 on 2D position,clothiness,0.0,L2 on 2D position,clothiness,0,RPIN_R-CNN_0.0_L2 on 2D position_clothiness_L2 on 2D position_0_clothiness_readout_C_clothiness_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_same_L2 on 2D position_0_same,Neither,Neither,,True,NA,same,same,same
clothiness,0.0,0.0,0.0,75,RPIN,clothiness,D,R-CNN,Interaction Network,,,,L2 on 2D position,clothiness,0.0,L2 on 2D position,clothiness,0,RPIN_R-CNN_0.0_L2 on 2D position_clothiness_L2 on 2D position_0_clothiness_readout_D_clothiness_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_same_L2 on 2D position_0_same,Neither,Neither,,True,NA,same,same,same
clothiness,-0.04994341714776864,0.11469211379186173,0.23728571172969665,75,RPIN,clothiness,A,R-CNN,Interaction Network,,,,L2 on 2D position,all,1.0,L2 on 2D position,all,1,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_all_readout_A_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_same,Neither,Neither,,True,NA,all,all,same
clothiness,-0.012229357737931608,0.12952762477048907,0.23538776236214853,75,RPIN,clothiness,B,R-CNN,Interaction Network,,,,L2 on 2D position,all,1.0,L2 on 2D position,all,1,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_all_readout_B_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_same,Neither,Neither,,True,NA,all,all,same
clothiness,-0.029734970828895556,0.13103699653726986,0.24215638491763214,75,RPIN,clothiness,C,R-CNN,Interaction Network,,,,L2 on 2D position,all,1.0,L2 on 2D position,all,1,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_all_readout_C_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_same,Neither,Neither,,True,NA,all,all,same
clothiness,-0.029734970828895556,0.13103699653726986,0.24215638491763214,75,RPIN,clothiness,D,R-CNN,Interaction Network,,,,L2 on 2D position,all,1.0,L2 on 2D position,all,1,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_all_readout_D_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_same,Neither,Neither,,True,NA,all,all,same
clothiness,0.01812886572473069,0.13738874967597003,0.2371386991915348,75,RPIN,clothiness,A,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_A_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
clothiness,0.0015927315346040527,0.07764414573753098,0.16374164810690417,75,RPIN,clothiness,B,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_B_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
clothiness,0.001728882674252241,0.08435754189944145,0.14691883382407314,75,RPIN,clothiness,C,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_C_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
clothiness,0.001728882674252241,0.08435754189944145,0.14691883382407314,75,RPIN,clothiness,D,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_D_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
clothiness,-0.011018131261295545,0.1141808008393076,0.24979058650023134,75,RPIN,clothiness,A,R-CNN,Interaction Network,,,,L2 on 2D position,no_clothiness,1.0,L2 on 2D position,no_clothiness,1,RPIN_R-CNN_1.0_L2 on 2D position_no_clothiness_L2 on 2D position_1_no_clothiness_readout_A_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
clothiness,-0.10972297715533133,0.08812729498164018,0.23251701600141272,75,RPIN,clothiness,B,R-CNN,Interaction Network,,,,L2 on 2D position,no_clothiness,1.0,L2 on 2D position,no_clothiness,1,RPIN_R-CNN_1.0_L2 on 2D position_no_clothiness_L2 on 2D position_1_no_clothiness_readout_B_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
clothiness,-0.03518855622671818,0.12724159682797154,0.3007598750337103,75,RPIN,clothiness,C,R-CNN,Interaction Network,,,,L2 on 2D position,no_clothiness,1.0,L2 on 2D position,no_clothiness,1,RPIN_R-CNN_1.0_L2 on 2D position_no_clothiness_L2 on 2D position_1_no_clothiness_readout_C_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
clothiness,-0.03518855622671818,0.12724159682797154,0.3007598750337103,75,RPIN,clothiness,D,R-CNN,Interaction Network,,,,L2 on 2D position,no_clothiness,1.0,L2 on 2D position,no_clothiness,1,RPIN_R-CNN_1.0_L2 on 2D position_no_clothiness_L2 on 2D position_1_no_clothiness_readout_D_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
clothiness,-0.006510260553822,0.0874399321586733,0.18412443827249603,75,RPIN,clothiness,A,R-CNN,Interaction Network,,,,L2 on 2D position,no_clothiness,2.0,L2 on 2D position,no_clothiness,2,RPIN_R-CNN_2.0_L2 on 2D position_no_clothiness_L2 on 2D position_2_no_clothiness_readout_A_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
clothiness,0.0031162872788655155,0.06194913120120871,0.1282277103016289,75,RPIN,clothiness,B,R-CNN,Interaction Network,,,,L2 on 2D position,no_clothiness,2.0,L2 on 2D position,no_clothiness,2,RPIN_R-CNN_2.0_L2 on 2D position_no_clothiness_L2 on 2D position_2_no_clothiness_readout_B_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
clothiness,0.03493936295469406,0.10267332549941244,0.19060726304914477,75,RPIN,clothiness,C,R-CNN,Interaction Network,,,,L2 on 2D position,no_clothiness,2.0,L2 on 2D position,no_clothiness,2,RPIN_R-CNN_2.0_L2 on 2D position_no_clothiness_L2 on 2D position_2_no_clothiness_readout_C_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
clothiness,0.03493936295469406,0.10267332549941244,0.19060726304914477,75,RPIN,clothiness,D,R-CNN,Interaction Network,,,,L2 on 2D position,no_clothiness,2.0,L2 on 2D position,no_clothiness,2,RPIN_R-CNN_2.0_L2 on 2D position_no_clothiness_L2 on 2D position_2_no_clothiness_readout_D_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
clothiness,-0.023542756054196402,0.027274046133758723,0.08796259366034928,75,RPIN,clothiness,A,R-CNN,Interaction Network,,,,L2 on 2D position,clothiness,1.0,L2 on 2D position,clothiness,1,RPIN_R-CNN_1.0_L2 on 2D position_clothiness_L2 on 2D position_1_clothiness_readout_A_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
clothiness,0.025027208730233334,0.15769980506822612,0.28027823175996164,75,RPIN,clothiness,B,R-CNN,Interaction Network,,,,L2 on 2D position,clothiness,1.0,L2 on 2D position,clothiness,1,RPIN_R-CNN_1.0_L2 on 2D position_clothiness_L2 on 2D position_1_clothiness_readout_B_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
clothiness,0.0208981033007473,0.1368573497465605,0.23120480641596816,75,RPIN,clothiness,C,R-CNN,Interaction Network,,,,L2 on 2D position,clothiness,1.0,L2 on 2D position,clothiness,1,RPIN_R-CNN_1.0_L2 on 2D position_clothiness_L2 on 2D position_1_clothiness_readout_C_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
clothiness,0.0208981033007473,0.1368573497465605,0.23120480641596816,75,RPIN,clothiness,D,R-CNN,Interaction Network,,,,L2 on 2D position,clothiness,1.0,L2 on 2D position,clothiness,1,RPIN_R-CNN_1.0_L2 on 2D position_clothiness_L2 on 2D position_1_clothiness_readout_D_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
clothiness,0.0,0.0,0.0,75,RPIN,clothiness,A,R-CNN,Interaction Network,,,,L2 on 2D position,clothiness,2.0,L2 on 2D position,clothiness,2,RPIN_R-CNN_2.0_L2 on 2D position_clothiness_L2 on 2D position_2_clothiness_readout_A_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
clothiness,0.0,0.0,0.0,75,RPIN,clothiness,B,R-CNN,Interaction Network,,,,L2 on 2D position,clothiness,2.0,L2 on 2D position,clothiness,2,RPIN_R-CNN_2.0_L2 on 2D position_clothiness_L2 on 2D position_2_clothiness_readout_B_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
clothiness,0.0,0.0,0.0,75,RPIN,clothiness,C,R-CNN,Interaction Network,,,,L2 on 2D position,clothiness,2.0,L2 on 2D position,clothiness,2,RPIN_R-CNN_2.0_L2 on 2D position_clothiness_L2 on 2D position_2_clothiness_readout_C_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
clothiness,0.0,0.0,0.0,75,RPIN,clothiness,D,R-CNN,Interaction Network,,,,L2 on 2D position,clothiness,2.0,L2 on 2D position,clothiness,2,RPIN_R-CNN_2.0_L2 on 2D position_clothiness_L2 on 2D position_2_clothiness_readout_D_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
clothiness,-0.053918556567339966,0.09282625959587043,0.21002949149034236,75,SVG,clothiness,A,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_A_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,-0.06530249677266799,0.049794706036516145,0.168624685918505,75,SVG,clothiness,B,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_B_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,-0.09317279130730852,0.03167048054919919,0.11052788623972662,75,SVG,clothiness,C,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_C_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,-0.09317279130730852,0.03167048054919919,0.11052788623972662,75,SVG,clothiness,D,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_D_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,-0.014325949098312439,0.08374027853138,0.20464331431757785,75,SVG,clothiness,A,VGG,LSTM,,,,VAE,no_clothiness,1.0,VAE,no_clothiness,1,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_A_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,-0.150433180223967,0.0026773761713519972,0.1388501095293952,75,SVG,clothiness,B,VGG,LSTM,,,,VAE,no_clothiness,1.0,VAE,no_clothiness,1,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_B_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,-0.1465229638527904,0.009154503843164297,0.13382078235146336,75,SVG,clothiness,C,VGG,LSTM,,,,VAE,no_clothiness,1.0,VAE,no_clothiness,1,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_C_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,-0.1465229638527904,0.009154503843164297,0.13382078235146336,75,SVG,clothiness,D,VGG,LSTM,,,,VAE,no_clothiness,1.0,VAE,no_clothiness,1,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_D_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,0.025745079399461964,0.1827671620665251,0.3144256585106206,75,SVG,clothiness,A,VGG,LSTM,,,,VAE,clothiness,1.0,VAE,clothiness,1,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_A_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,-0.054913263289438054,0.06507708856220873,0.19404067652747764,75,SVG,clothiness,B,VGG,LSTM,,,,VAE,clothiness,1.0,VAE,clothiness,1,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_B_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,-0.0734515107657584,0.06098239110287307,0.18907724841018353,75,SVG,clothiness,C,VGG,LSTM,,,,VAE,clothiness,1.0,VAE,clothiness,1,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_C_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,-0.0734515107657584,0.06098239110287307,0.18907724841018353,75,SVG,clothiness,D,VGG,LSTM,,,,VAE,clothiness,1.0,VAE,clothiness,1,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_D_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,-0.056090277286622,0.05953401387049029,0.17011265964541705,75,VGGFrozenLSTM,clothiness,A,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_A_clothiness_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all,same
clothiness,-0.08997407384598484,0.05610859728506801,0.1503147283792085,75,VGGFrozenLSTM,clothiness,B,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_B_clothiness_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all,same
clothiness,-0.08997407384598484,0.03672819263562266,0.14616726185532758,75,VGGFrozenLSTM,clothiness,C,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_C_clothiness_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all,same
clothiness,-0.06050394984583709,0.060924369747899165,0.16109916861840826,75,VGGFrozenLSTM,clothiness,A,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_clothiness,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_clothiness_readout_A_clothiness_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all_but_this,same
clothiness,-0.11527999698359293,0.0036008230452675427,0.10418304480494056,75,VGGFrozenLSTM,clothiness,B,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_clothiness,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_clothiness_readout_B_clothiness_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all_but_this,same
clothiness,-0.11371317001459286,0.005597416576964553,0.1054011053424885,75,VGGFrozenLSTM,clothiness,C,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_clothiness,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_clothiness_readout_C_clothiness_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all_but_this,same
