scenario,Cohens_k_lb,Cohens_k_med,Cohens_k_ub,num_datapoints,Model,Readout Train Data,Readout Type,Encoder Type,Dynamics Type,Encoder Pre-training Task,Encoder Pre-training Dataset,Encoder Pre-training Seed,Encoder Training Task,Encoder Training Dataset,Encoder Training Seed,Dynamics Training Task,Dynamics Training Dataset,Dynamics Training Seed,ModelID,Model Kind,Visual encoder architecture,Dynamics model architecture,ObjectCentric,Supervised,SelfSupervisedLossSelfSupervisedLoss,Encoder Training Dataset Type,Dynamics Training Dataset Type,Readout Train Data Type
rollingsliding,0.06417262538441687,0.12050984936268827,0.20202349112608992,96,RPIN,rollingsliding,C,R-CNN,Interaction Network,,,,L2 on 2D position,all,0.0,L2 on 2D position,all,0,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_all_readout_C_rollingsliding_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_same,Neither,Neither,,True,NA,all,all,same
rollingsliding,0.06417262538441687,0.12050984936268827,0.20202349112608992,96,RPIN,rollingsliding,D,R-CNN,Interaction Network,,,,L2 on 2D position,all,0.0,L2 on 2D position,all,0,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_all_readout_D_rollingsliding_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_same,Neither,Neither,,True,NA,all,all,same
rollingsliding,0.06345006735615509,0.1666220086656996,0.2347122302158272,96,RPIN,rollingsliding,A,R-CNN,Interaction Network,,,,L2 on 2D position,no_rollingsliding,0.0,L2 on 2D position,no_rollingsliding,0,RPIN_R-CNN_0.0_L2 on 2D position_no_rollingsliding_L2 on 2D position_0_no_rollingsliding_readout_A_rollingsliding_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_but_this_L2 on 2D position_0_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
rollingsliding,0.13483842750942346,0.2776769167137278,0.3786610372723346,96,RPIN,rollingsliding,B,R-CNN,Interaction Network,,,,L2 on 2D position,no_rollingsliding,0.0,L2 on 2D position,no_rollingsliding,0,RPIN_R-CNN_0.0_L2 on 2D position_no_rollingsliding_L2 on 2D position_0_no_rollingsliding_readout_B_rollingsliding_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_but_this_L2 on 2D position_0_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
rollingsliding,0.19520724277010218,0.3116302745685272,0.42237442922374435,96,RPIN,rollingsliding,C,R-CNN,Interaction Network,,,,L2 on 2D position,no_rollingsliding,0.0,L2 on 2D position,no_rollingsliding,0,RPIN_R-CNN_0.0_L2 on 2D position_no_rollingsliding_L2 on 2D position_0_no_rollingsliding_readout_C_rollingsliding_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_but_this_L2 on 2D position_0_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
rollingsliding,0.19520724277010218,0.3116302745685272,0.42237442922374435,96,RPIN,rollingsliding,D,R-CNN,Interaction Network,,,,L2 on 2D position,no_rollingsliding,0.0,L2 on 2D position,no_rollingsliding,0,RPIN_R-CNN_0.0_L2 on 2D position_no_rollingsliding_L2 on 2D position_0_no_rollingsliding_readout_D_rollingsliding_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_but_this_L2 on 2D position_0_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
rollingsliding,0.239745397536329,0.38698103536647865,0.5041922908236642,96,RPIN,rollingsliding,A,R-CNN,Interaction Network,,,,L2 on 2D position,rollingsliding,0.0,L2 on 2D position,rollingsliding,0,RPIN_R-CNN_0.0_L2 on 2D position_rollingsliding_L2 on 2D position_0_rollingsliding_readout_A_rollingsliding_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_same_L2 on 2D position_0_same,Neither,Neither,,True,NA,same,same,same
rollingsliding,0.07379685075566415,0.20269619643716896,0.3358307321379082,96,RPIN,rollingsliding,B,R-CNN,Interaction Network,,,,L2 on 2D position,rollingsliding,0.0,L2 on 2D position,rollingsliding,0,RPIN_R-CNN_0.0_L2 on 2D position_rollingsliding_L2 on 2D position_0_rollingsliding_readout_B_rollingsliding_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_same_L2 on 2D position_0_same,Neither,Neither,,True,NA,same,same,same
rollingsliding,0.10700757575757569,0.21628017037387592,0.3257660584741932,96,RPIN,rollingsliding,C,R-CNN,Interaction Network,,,,L2 on 2D position,rollingsliding,0.0,L2 on 2D position,rollingsliding,0,RPIN_R-CNN_0.0_L2 on 2D position_rollingsliding_L2 on 2D position_0_rollingsliding_readout_C_rollingsliding_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_same_L2 on 2D position_0_same,Neither,Neither,,True,NA,same,same,same
rollingsliding,0.10700757575757569,0.21628017037387592,0.3257660584741932,96,RPIN,rollingsliding,D,R-CNN,Interaction Network,,,,L2 on 2D position,rollingsliding,0.0,L2 on 2D position,rollingsliding,0,RPIN_R-CNN_0.0_L2 on 2D position_rollingsliding_L2 on 2D position_0_rollingsliding_readout_D_rollingsliding_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_same_L2 on 2D position_0_same,Neither,Neither,,True,NA,same,same,same
rollingsliding,0.11889128313546919,0.24011952035367073,0.32352941176470584,96,RPIN,rollingsliding,A,R-CNN,Interaction Network,,,,L2 on 2D position,all,1.0,L2 on 2D position,all,1,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_all_readout_A_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_same,Neither,Neither,,True,NA,all,all,same
rollingsliding,-0.004668981453458065,0.09070764326707409,0.2176088044022011,96,RPIN,rollingsliding,B,R-CNN,Interaction Network,,,,L2 on 2D position,all,1.0,L2 on 2D position,all,1,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_all_readout_B_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_same,Neither,Neither,,True,NA,all,all,same
rollingsliding,0.013024010202949896,0.11707928087238434,0.23265735857113962,96,RPIN,rollingsliding,C,R-CNN,Interaction Network,,,,L2 on 2D position,all,1.0,L2 on 2D position,all,1,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_all_readout_C_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_same,Neither,Neither,,True,NA,all,all,same
rollingsliding,0.013024010202949896,0.11707928087238434,0.23265735857113962,96,RPIN,rollingsliding,D,R-CNN,Interaction Network,,,,L2 on 2D position,all,1.0,L2 on 2D position,all,1,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_all_readout_D_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_same,Neither,Neither,,True,NA,all,all,same
rollingsliding,0.2008877003057257,0.3149139251012435,0.3990901109633447,96,RPIN,rollingsliding,A,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_A_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
rollingsliding,0.07945513075272234,0.2009925558312654,0.2779069767441861,96,RPIN,rollingsliding,B,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_B_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
rollingsliding,0.11608947450248752,0.23178137651821862,0.35921431926443814,96,RPIN,rollingsliding,C,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_C_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
rollingsliding,0.11608947450248752,0.23178137651821862,0.35921431926443814,96,RPIN,rollingsliding,D,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_D_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
rollingsliding,0.1578290776065756,0.2605324613853254,0.40744274809160297,96,RPIN,rollingsliding,A,R-CNN,Interaction Network,,,,L2 on 2D position,no_rollingsliding,1.0,L2 on 2D position,no_rollingsliding,1,RPIN_R-CNN_1.0_L2 on 2D position_no_rollingsliding_L2 on 2D position_1_no_rollingsliding_readout_A_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
rollingsliding,0.08159755572359571,0.24976700838769805,0.38336310541075663,96,RPIN,rollingsliding,B,R-CNN,Interaction Network,,,,L2 on 2D position,no_rollingsliding,1.0,L2 on 2D position,no_rollingsliding,1,RPIN_R-CNN_1.0_L2 on 2D position_no_rollingsliding_L2 on 2D position_1_no_rollingsliding_readout_B_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
rollingsliding,0.057991389746700414,0.16992481203007515,0.27436625395406705,96,RPIN,rollingsliding,C,R-CNN,Interaction Network,,,,L2 on 2D position,no_rollingsliding,1.0,L2 on 2D position,no_rollingsliding,1,RPIN_R-CNN_1.0_L2 on 2D position_no_rollingsliding_L2 on 2D position_1_no_rollingsliding_readout_C_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
rollingsliding,0.057991389746700414,0.16992481203007515,0.27436625395406705,96,RPIN,rollingsliding,D,R-CNN,Interaction Network,,,,L2 on 2D position,no_rollingsliding,1.0,L2 on 2D position,no_rollingsliding,1,RPIN_R-CNN_1.0_L2 on 2D position_no_rollingsliding_L2 on 2D position_1_no_rollingsliding_readout_D_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
rollingsliding,0.18011996126486501,0.3151950718685832,0.4304350595772563,96,RPIN,rollingsliding,A,R-CNN,Interaction Network,,,,L2 on 2D position,no_rollingsliding,2.0,L2 on 2D position,no_rollingsliding,2,RPIN_R-CNN_2.0_L2 on 2D position_no_rollingsliding_L2 on 2D position_2_no_rollingsliding_readout_A_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
rollingsliding,0.1448476327465798,0.24700528227755036,0.33909795785398,96,RPIN,rollingsliding,B,R-CNN,Interaction Network,,,,L2 on 2D position,no_rollingsliding,2.0,L2 on 2D position,no_rollingsliding,2,RPIN_R-CNN_2.0_L2 on 2D position_no_rollingsliding_L2 on 2D position_2_no_rollingsliding_readout_B_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
rollingsliding,0.044983628774801415,0.17940876656472982,0.28215301325263764,96,RPIN,rollingsliding,C,R-CNN,Interaction Network,,,,L2 on 2D position,no_rollingsliding,2.0,L2 on 2D position,no_rollingsliding,2,RPIN_R-CNN_2.0_L2 on 2D position_no_rollingsliding_L2 on 2D position_2_no_rollingsliding_readout_C_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
rollingsliding,0.044983628774801415,0.17940876656472982,0.28215301325263764,96,RPIN,rollingsliding,D,R-CNN,Interaction Network,,,,L2 on 2D position,no_rollingsliding,2.0,L2 on 2D position,no_rollingsliding,2,RPIN_R-CNN_2.0_L2 on 2D position_no_rollingsliding_L2 on 2D position_2_no_rollingsliding_readout_D_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
rollingsliding,0.18598180167004758,0.3152425585011878,0.421063881426893,96,RPIN,rollingsliding,A,R-CNN,Interaction Network,,,,L2 on 2D position,rollingsliding,1.0,L2 on 2D position,rollingsliding,1,RPIN_R-CNN_1.0_L2 on 2D position_rollingsliding_L2 on 2D position_1_rollingsliding_readout_A_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
rollingsliding,0.021718820166790997,0.1076345431789737,0.1859018595827418,96,RPIN,rollingsliding,B,R-CNN,Interaction Network,,,,L2 on 2D position,rollingsliding,1.0,L2 on 2D position,rollingsliding,1,RPIN_R-CNN_1.0_L2 on 2D position_rollingsliding_L2 on 2D position_1_rollingsliding_readout_B_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
rollingsliding,0.055577716166066285,0.1640212539644763,0.2665148063781321,96,RPIN,rollingsliding,C,R-CNN,Interaction Network,,,,L2 on 2D position,rollingsliding,1.0,L2 on 2D position,rollingsliding,1,RPIN_R-CNN_1.0_L2 on 2D position_rollingsliding_L2 on 2D position_1_rollingsliding_readout_C_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
rollingsliding,0.055577716166066285,0.1640212539644763,0.2665148063781321,96,RPIN,rollingsliding,D,R-CNN,Interaction Network,,,,L2 on 2D position,rollingsliding,1.0,L2 on 2D position,rollingsliding,1,RPIN_R-CNN_1.0_L2 on 2D position_rollingsliding_L2 on 2D position_1_rollingsliding_readout_D_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
rollingsliding,0.33150805605250705,0.48289345063538613,0.5851046822990711,96,RPIN,rollingsliding,A,R-CNN,Interaction Network,,,,L2 on 2D position,rollingsliding,2.0,L2 on 2D position,rollingsliding,2,RPIN_R-CNN_2.0_L2 on 2D position_rollingsliding_L2 on 2D position_2_rollingsliding_readout_A_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
rollingsliding,-0.062317494929281736,0.06935798866847631,0.1935326526766216,96,RPIN,rollingsliding,B,R-CNN,Interaction Network,,,,L2 on 2D position,rollingsliding,2.0,L2 on 2D position,rollingsliding,2,RPIN_R-CNN_2.0_L2 on 2D position_rollingsliding_L2 on 2D position_2_rollingsliding_readout_B_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
rollingsliding,-0.00930895535409193,0.09980430528375728,0.1902428443482479,96,RPIN,rollingsliding,C,R-CNN,Interaction Network,,,,L2 on 2D position,rollingsliding,2.0,L2 on 2D position,rollingsliding,2,RPIN_R-CNN_2.0_L2 on 2D position_rollingsliding_L2 on 2D position_2_rollingsliding_readout_C_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
rollingsliding,-0.00930895535409193,0.09980430528375728,0.1902428443482479,96,RPIN,rollingsliding,D,R-CNN,Interaction Network,,,,L2 on 2D position,rollingsliding,2.0,L2 on 2D position,rollingsliding,2,RPIN_R-CNN_2.0_L2 on 2D position_rollingsliding_L2 on 2D position_2_rollingsliding_readout_D_rollingsliding_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
rollingsliding,-0.08040866974951574,0.04861531289365889,0.15325054565201496,96,SVG,rollingsliding,A,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_A_rollingsliding_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
rollingsliding,-0.03487232479544794,0.09782329036710147,0.20628916012050807,96,SVG,rollingsliding,B,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_B_rollingsliding_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
rollingsliding,-0.042925219941349124,0.04747756487994176,0.15457115928369458,96,SVG,rollingsliding,C,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_C_rollingsliding_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
rollingsliding,-0.042925219941349124,0.04747756487994176,0.15457115928369458,96,SVG,rollingsliding,D,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_D_rollingsliding_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
rollingsliding,0.08863076131869689,0.2434203843317036,0.3515037593984962,96,SVG,rollingsliding,A,VGG,LSTM,,,,VAE,no_rollingsliding,1.0,VAE,no_rollingsliding,1,SVG_VGG_1.0_VAE_no_rollingsliding_VAE_1_no_rollingsliding_readout_A_rollingsliding_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
rollingsliding,0.11480078188958892,0.2129275788574856,0.3383210155235327,96,SVG,rollingsliding,B,VGG,LSTM,,,,VAE,no_rollingsliding,1.0,VAE,no_rollingsliding,1,SVG_VGG_1.0_VAE_no_rollingsliding_VAE_1_no_rollingsliding_readout_B_rollingsliding_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
rollingsliding,0.10953729933899903,0.2155376598768356,0.3362851767015707,96,SVG,rollingsliding,C,VGG,LSTM,,,,VAE,no_rollingsliding,1.0,VAE,no_rollingsliding,1,SVG_VGG_1.0_VAE_no_rollingsliding_VAE_1_no_rollingsliding_readout_C_rollingsliding_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
rollingsliding,0.10953729933899903,0.2155376598768356,0.3362851767015707,96,SVG,rollingsliding,D,VGG,LSTM,,,,VAE,no_rollingsliding,1.0,VAE,no_rollingsliding,1,SVG_VGG_1.0_VAE_no_rollingsliding_VAE_1_no_rollingsliding_readout_D_rollingsliding_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
rollingsliding,0.11462411385038623,0.27773163474227797,0.36687166864741155,96,SVG,rollingsliding,A,VGG,LSTM,,,,VAE,rollingsliding,1.0,VAE,rollingsliding,1,SVG_VGG_1.0_VAE_rollingsliding_VAE_1_rollingsliding_readout_A_rollingsliding_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
rollingsliding,-0.11282553694180844,-0.007139457401237559,0.09080062814179622,96,SVG,rollingsliding,B,VGG,LSTM,,,,VAE,rollingsliding,1.0,VAE,rollingsliding,1,SVG_VGG_1.0_VAE_rollingsliding_VAE_1_rollingsliding_readout_B_rollingsliding_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
rollingsliding,0.06746495137104384,0.160966712266302,0.28541729957533174,96,SVG,rollingsliding,C,VGG,LSTM,,,,VAE,rollingsliding,1.0,VAE,rollingsliding,1,SVG_VGG_1.0_VAE_rollingsliding_VAE_1_rollingsliding_readout_C_rollingsliding_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
rollingsliding,0.06746495137104384,0.160966712266302,0.28541729957533174,96,SVG,rollingsliding,D,VGG,LSTM,,,,VAE,rollingsliding,1.0,VAE,rollingsliding,1,SVG_VGG_1.0_VAE_rollingsliding_VAE_1_rollingsliding_readout_D_rollingsliding_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
rollingsliding,-0.03553260582684417,0.08382329612723588,0.17668435930306506,96,VGGFrozenLSTM,rollingsliding,A,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_A_rollingsliding_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all,same
rollingsliding,-0.06626278645162809,-0.0017079419299743659,0.10173605316347727,96,VGGFrozenLSTM,rollingsliding,B,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_B_rollingsliding_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all,same
rollingsliding,-0.08446721311475403,0.004885993485341911,0.11032467110290872,96,VGGFrozenLSTM,rollingsliding,C,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_C_rollingsliding_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all,same
rollingsliding,-0.003527687257593559,0.11398509425690495,0.23075186741271297,96,VGGFrozenLSTM,rollingsliding,A,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_rollingsliding,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_rollingsliding_readout_A_rollingsliding_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all_but_this,same
rollingsliding,-0.081680245129583,0.0074951917173281535,0.10778203191455075,96,VGGFrozenLSTM,rollingsliding,B,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_rollingsliding,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_rollingsliding_readout_B_rollingsliding_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all_but_this,same
rollingsliding,-0.081680245129583,0.0074951917173281535,0.10778203191455075,96,VGGFrozenLSTM,rollingsliding,C,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_rollingsliding,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_rollingsliding_readout_C_rollingsliding_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all_but_this,same
rollingsliding,-0.014857848523545186,0.10630942091616247,0.1991031390134529,96,VGGFrozenLSTM,rollingsliding,A,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,rollingsliding,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_rollingsliding_readout_A_rollingsliding_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,same,same
rollingsliding,0.010823353306664785,0.1230330982362286,0.20997179516387335,96,VGGFrozenLSTM,rollingsliding,B,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,rollingsliding,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_rollingsliding_readout_B_rollingsliding_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,same,same
rollingsliding,-0.018118404226501128,0.09725750116145904,0.17356172103060208,96,VGGFrozenLSTM,rollingsliding,C,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,rollingsliding,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_rollingsliding_readout_C_rollingsliding_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,same,same
rollingsliding,0.004028473073865141,0.1758143889323024,0.29425521520855635,96,CSWM,rollingsliding,A,CSWM encoder,CSWM dynamics,,,,Contrastive,all,0.0,Contrastive,all,0,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_A_rollingsliding_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_same,Neither,Neither,True,False,NA,all,all,same
rollingsliding,-0.032237892316332256,0.08456057007125894,0.18414435080332553,96,CSWM,rollingsliding,B,CSWM encoder,CSWM dynamics,,,,Contrastive,all,0.0,Contrastive,all,0,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_B_rollingsliding_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_same,Neither,Neither,True,False,NA,all,all,same
rollingsliding,0.00012735157863544289,0.14249117827366226,0.22922088580794653,96,CSWM,rollingsliding,C,CSWM encoder,CSWM dynamics,,,,Contrastive,all,0.0,Contrastive,all,0,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_C_rollingsliding_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_same,Neither,Neither,True,False,NA,all,all,same
rollingsliding,0.08010923987255336,0.1963940193303832,0.2894272140034425,96,CSWM,rollingsliding,A,CSWM encoder,CSWM dynamics,,,,Contrastive,no_rollingsliding,0.0,Contrastive,no_rollingsliding,0,CSWM_CSWM encoder_0.0_Contrastive_no_rollingsliding_Contrastive_0_no_rollingsliding_readout_A_rollingsliding_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_but_this_Contrastive_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
rollingsliding,0.04090568486509032,0.13590720941842083,0.25454317294788925,96,CSWM,rollingsliding,B,CSWM encoder,CSWM dynamics,,,,Contrastive,no_rollingsliding,0.0,Contrastive,no_rollingsliding,0,CSWM_CSWM encoder_0.0_Contrastive_no_rollingsliding_Contrastive_0_no_rollingsliding_readout_B_rollingsliding_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_but_this_Contrastive_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
